"date","20150618","20150619","20150620","20150621","20150622","20150623","20150624","20150625","20150626","20150627","20150628","20150629","20150630","20150701","20150702","20150703","20150704","20150705","20150706","20150707","20150708","20150709","20150710","20150711","20150712","20150713","20150714","20150715","20150716","20150717","20150718","20150719","20150720","20150721","20150722","20150723","20150724","20150725","20150726","20150727","20150728","20150729","20150730","20150731","20150801","20150802","20150803","20150804","20150805","20150806","20150807","20150808","20150809","20150810","20150811","20150812","20150813","20150814","20150815","20150816","20150817","20150818","20150819","20150820","20150821","20150822","20150823","20150824","20150825","20150826","20150827","20150828","20150829","20150830","20150831","20150901","20150902","20150903","20150904","20150905","20150906","20150907","20150908","20150909","20150910","20150911","20150912","20150913","20150914","20150915","20150916","20150917","20150918","20150919","20150920","20150921","20150922","20150923","20150924","20150925","20150926","20150927","20150928","20150929","20150930","20151001","20151002","20151003","20151004","20151005","20151006","20151007","20151008","20151009","20151010","20151011","20151012","20151013","20151014","20151015","20151016","20151017","20151018","20151019","20151020","20151021","20151022","20151023","20151024","20151025","20151026","20151027","20151028","20151029","20151030","20151031","20151101","20151102","20151103","20151104","20151105","20151106","20151107","20151108","20151109","20151110","20151111","20151112","20151113","20151114","20151115","20151116","20151117","20151118","20151119","20151120","20151121","20151122","20151123","20151124","20151125","20151126","20151127","20151128","20151129","20151130","20151201","20151202","20151203","20151204","20151205","20151206","20151207","20151208","20151209","20151210","20151211","20151212","20151213","20151214","20151215","20151216","20151217","20151218","20151219","20151220","20151221","20151222","20151223","20151224","20151225","20151226","20151227","20151228","20151229","20151230","20151231","20160101","20160102","20160103","20160104","20160105","20160106","20160107","20160108","20160109","20160110","20160111","20160112","20160113","20160114","20160115","20160116","20160117","20160118","20160119","20160120","20160121","20160122","20160123","20160124","20160125","20160126","20160127","20160128","20160129","20160130","20160131","20160201","20160202","20160203","20160204","20160205","20160206","20160207","20160208","20160209","20160210","20160211","20160212","20160213","20160214","20160215","20160216","20160217","20160218","20160219","20160220","20160221","20160222","20160223","20160224","20160225","20160226","20160227","20160228","20160229","20160301","20160302","20160303","20160304","20160305","20160306","20160307","20160308","20160309","20160310","20160311","20160312","20160313","20160314","20160315","20160316","20160317","20160318","20160319","20160320","20160321","20160322","20160323","20160324","20160325","20160326","20160327","20160328","20160329","20160330","20160331","20160401","20160402","20160403","20160404","20160405","20160406","20160407","20160408","20160409","20160410","20160411","20160412","20160413","20160414","20160415","20160416","20160417","20160418","20160419","20160420","20160421","20160422","20160423","20160424","20160425","20160426","20160427","20160428","20160429","20160430","20160501","20160502","20160503","20160504","20160505","20160506","20160507","20160508","20160509","20160510","20160511","20160512","20160513","20160514","20160515","20160516","20160517","20160518","20160519","20160520","20160521","20160522","20160523","20160524","20160525","20160526","20160527","20160528","20160529","20160530","20160531","20160601","20160602","20160603","20160604","20160605","20160606","20160607","20160608","20160609","20160610","20160611","20160612","20160613","20160614","20160615","20160616","20160617"
"Fremont","9","134","3","8","6","9","11","11","38","3","5","43","8","4","68","13","3","4","5","4","6","6","82","3","6","4","7","77","6","132","13","4","5","5","4","7","5","22","7","5","6","4","6","8","3","5","7","4","6","5","6","4","20","7","103","4","7","84","4","6","68","51","75","70","5","4","5","5","10","4","7","4","4","5","5","4","5","8","55","5","6","5","17","4","4","7","4","60","15","5","3","6","43","4","4","3","4","3","49","38","3","4","3","3","3","36","8","3","3","3","-2","5","7","4","3","4","5","5","4","7","4","9","10","19","16","19","19","39","19","18","19","20","18","20","49","18","16","16","18","20","19","20","20","18","20","12","13","11","10","9","9","9","11","10","12","10","11","11","21","10","9","15","8","7","10","9","8","9","9","14","8","10","9","19","9","14","10","9","10","14","11","9","19","10","8","52","57","90","13","12","11","8","10","10","12","11","12","11","10","10","10","10","35","18","33","9","12","9","17","10","13","5","5","8","6","5","6","20","6","6","7","5","6","60","9","5","8","113","26","16","11","7","10","5","7","8","6","4","5","11","4","5","6","5","4","10","5","3","3","3","20","42","57","54","112","5","3","4","3","11","5","4","5","3","3","4","12","91","3","5","3","4","25","57","6","6","4","4","4","4","4","4","3","17","11","4","4","5","10","4","4","7","5","5","13","346","4","10","12","12","12","19","10","8","9","89","15","11","93","176","9","9","14","17","13","15","19","9","19","11","19","413","85","27","9","10","17","17","211","34","298","11","17","14","16","22","267","44","23","16","26","93","84","14","264","34","22","14","230","30","10","23","7","30","38","11","18","19","17","6","25","18","10","12","11",""
"IDC","13","8","5","7","6","7","11","7","4","10","5","5","16","7","6","15","5","6","32","10","12","11","5","4","8","7","6","11","6","25","99","5","15","11","10","28","37","35","11","20","10","16","8","11","5","7","28","17","-16","7","12","17","14","41","5","9","8","5","4","6","5","5","13","9","6","4","6","6","5","19","15","5","5","6","6","5","17","25","6","9","12","10","5","24","7","12","4","27","5","7","22","30","7","43","9","4","6","11","64","5","20","7","5","8","10","4","41","14","17","6","4","4","69","6","4","7","9","5","17","20","6","11","13","13","16","43","32","19","21","20","19","17","28","37","20","20","31","21","22","30","66","20","18","21","30","12","24","38","11","8","19","13","11","10","27","11","12","17","18","11","28","8","40","11","53","17","9","11","9","24","11","15","15","12","24","39","10","9","12","27","20","33","37","9","8","13","15","11","76","58","12","10","22","27","9","48","63","9","12","13","15","13","38","39","13","13","37","20","13","16","38","6","7","19","8","8","17","60","7","6","13","16","3","4","53","3","3","69","7","4","4","32","3","3","5","9","4","4","3","23","3","3","10","3","4","58","4","17","5","13","3","16","3","26","3","13","9","4","8","32","3","4","23","11","6","23","31","19","6","11","6","5","8","36","6","29","18","6","13","39","6","6","4","13","26","10","10","9","43","5","5","10","9","8","29","5","5","5","11","9","5","34","5","5","16","28","12","7","22","0","10","18","26","22","33","74","8","10","15","12","12","16","45","10","11","11","49","11","18","52","12","10","41","11","393","25","18","10","55","15","15","9","11","77","6","8","22","14","8","13","26","138","6","19","8","7","23","89","9","0","19","28","9","23","64",""
"vCommander+Fremont","71","61","11","12","10","18","42","24","9","7","6","7","16","16","6","6","6","7","7","7","7","6","8","7","9","7","13","8","8","5","5","6","6","7","6","7","6","6","6","42","7","12","7","7","6","7","11","7","12","7","8","7","7","12","9","8","8","8","7","7","7","10","8","8","8","7","7","8","9","9","11","9","8","8","9","9","10","8","8","9","8","8","10","8","14","8","0","9","6","7","8","7","7","7","6","7","6","11","7","6","7","7","6","7","11","9","7","7","7","7","8","10","10","10","7","9","9","10","13","8","11","12","13","20","23","33","31","24","24","22","29","24","32","22","23","28","21","23","24","36","43","21","25","30","30","14","18","31","13","15","18","19","13","16","16","15","17","18","17","17","23","17","16","12","20","22","14","14","19","13","15","13","15","13","13","14","14","13","14","13","14","28","15","13","12","13","13","14","14","13","15","13","13","13","13","14","13","14","13","14","14","13","15","15","14","13","14","19","14","15","9","11","9","9","10","9","14","13","10","9","10","10","0","7","7","11","6","9","7","6","6","12","7","7","11","12","27","8","19","8","7","7","7","7","9","22","19","16","6","7","6","10","7","7","6","7","6","30","8","17","8","6","6","7","10","7","10","6","7","6","7","7","9","6","7","8","8","128","8","9","16","7","7","8","7","53","7","24","39","8","7","8","13","11","7","8","8","8","8","10","9","183","70","32","34","24","33","50","10","9","11","9","12","9","10","9","9","9","10","10","10","9","11","10","11","11","11","12","9","10","12","10","12","11","11","30","11","156","10","10","11","12","10","7","6","6","5","6","18","7","141","100","5","6","24","7","6","6","8","6","7","6","7","7","6",""
"vCommander+IDC","18","8","12","10","8","8","6","9","6","6","6","6","6","10","7","6","0","7","7","7","7","7","7","7","7","7","8","8","8","6","7","5","6","7","6","13","6","6","7","24","7","7","14","8","7","7","7","14","9","7","7","7","7","7","7","18","7","7","7","7","8","7","8","8","7","7","8","7","7","9","17","9","7","10","68","8","21","17","8","9","8","8","9","8","22","7","6","13","9","6","16","6","6","6","7","6","6","9","11","6","6","6","7","7","11","20","6","13","7","7","7","10","9","7","15","7","7","7","30","49","8","22","13","17","23","68","35","24","36","24","30","22","57","23","21","19","21","24","24","53","52","22","28","24","23","14","22","35","12","21","14","13","12","23","19","12","15","17","14","12","28","52","11","15","15","13","12","28","26","12","23","13","13","13","53","28","13","27","12","13","13","32","28","10","13","12","13","13","34","25","14","13","11","13","13","21","26","13","14","12","14","15","24","23","14","14","14","15","15","39","20","9","9","9","9","9","13","15","9","10","10","10","6","6","6","9","7","7","6","6","7","12","9","47","7","30","52","9","55","183","44","196","239","410","236","854","136","581","101","153","174","49","290","0","274","419","137","0","238","437","0","0","290","126","44","47","112","424","18","34","9","24","71","150","420","227","75","49","8","9","9","8","7","8","65","117","317","269","345","0","127","0","308","242","308","0","219","168","83","59","21","28","137","9","9","19","8","9","15","9","9","9","9","10","15","10","10","10","22","9","10","10","10","10","10","10","11","10","12","15","10","10","11","10","10","11","15","10","10","17","12","11","9","8","7","6","12","6","7","6","23","6","6","8","6","6","10","7","6","0","7","7","7","14","29",""
